message,run_number,timestamp,avg_score,gender,age,agreement,attitude_change,clarity,credibility,emotional_impact,engagement_intention,memorability,persuasiveness,relevance,trustworthiness
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",5,2026-01-26T08:17:15.081504Z,7.6,Female,45-54,8.0,8.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",6,2026-01-26T08:17:15.129287Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",8,2026-01-26T08:17:15.829978Z,7.4,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",9,2026-01-26T08:17:16.819652Z,7.4,Female,45-54,7.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",2,2026-01-26T08:17:17.344329Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",3,2026-01-26T08:17:17.545480Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",10,2026-01-26T08:17:17.839626Z,7.4,Female,45-54,7.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",5,2026-01-26T08:17:17.999536Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",7,2026-01-26T08:17:18.129653Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",4,2026-01-26T08:17:18.679883Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",1,2026-01-26T08:17:18.680161Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",6,2026-01-26T08:17:18.914043Z,7.3,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",8,2026-01-26T08:17:19.495557Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",9,2026-01-26T08:17:20.227296Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",1,2026-01-26T08:17:21.026380Z,7.6,Female,45-54,8.0,7.0,9.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",3,2026-01-26T08:17:21.150595Z,7.7,Female,45-54,8.0,8.0,9.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",10,2026-01-26T08:17:21.223613Z,7.4,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",2,2026-01-26T08:17:21.854903Z,7.4,Female,45-54,7.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",4,2026-01-26T08:17:21.903941Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",5,2026-01-26T08:17:22.090355Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",6,2026-01-26T08:17:22.231693Z,7.6,Female,45-54,8.0,8.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",7,2026-01-26T08:17:22.650400Z,7.4,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",8,2026-01-26T08:17:22.708101Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",9,2026-01-26T08:17:23.094761Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",10,2026-01-26T08:17:24.351139Z,7.4,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",2,2026-01-26T08:17:36.281644Z,5.5,Female,55-64,6.0,5.0,7.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",6,2026-01-26T08:17:36.943733Z,5.7,Female,55-64,7.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,7.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",1,2026-01-26T08:17:37.167242Z,5.3,Female,55-64,6.0,4.0,6.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",4,2026-01-26T08:17:37.342973Z,6.2,Female,55-64,7.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,8.0,6.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",9,2026-01-26T08:17:37.640869Z,6.5,Female,55-64,7.0,6.0,9.0,5.0,4.0,6.0,7.0,6.0,8.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",8,2026-01-26T08:17:38.192179Z,5.4,Female,55-64,6.0,4.0,9.0,3.0,4.0,5.0,6.0,5.0,7.0,5.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",3,2026-01-26T08:17:38.851645Z,5.5,Female,55-64,6.0,5.0,8.0,4.0,4.0,5.0,6.0,5.0,7.0,5.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",2,2026-01-26T08:17:40.591537Z,4.5,Female,55-64,4.0,2.0,9.0,2.0,4.0,5.0,6.0,3.0,7.0,3.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",4,2026-01-26T08:17:41.219417Z,5.0,Female,55-64,5.0,3.0,9.0,2.0,4.0,5.0,8.0,4.0,7.0,3.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",5,2026-01-26T08:17:41.609263Z,5.7,Female,55-64,6.0,5.0,9.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",3,2026-01-26T08:17:41.753289Z,4.8,Female,55-64,5.0,3.0,9.0,2.0,4.0,5.0,7.0,3.0,7.0,3.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",5,2026-01-26T08:17:41.754320Z,4.6,Female,55-64,5.0,3.0,9.0,2.0,4.0,3.0,6.0,4.0,7.0,3.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",1,2026-01-26T08:17:41.812870Z,5.7,Female,55-64,6.0,4.0,10.0,2.0,5.0,6.0,9.0,4.0,8.0,3.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",7,2026-01-26T08:17:41.934961Z,5.4,Female,55-64,6.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,8.0,6.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",10,2026-01-26T08:17:42.511743Z,5.8,Female,55-64,6.0,5.0,7.0,4.0,5.0,6.0,6.0,5.0,8.0,6.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",6,2026-01-26T08:17:43.092568Z,5.5,Female,55-64,5.0,3.0,10.0,2.0,5.0,6.0,8.0,4.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",7,2026-01-26T08:17:43.233247Z,5.4,Female,55-64,5.0,3.0,9.0,3.0,5.0,6.0,7.0,4.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",8,2026-01-26T08:17:44.992967Z,4.5,Female,55-64,5.0,2.0,9.0,2.0,4.0,3.0,6.0,3.0,7.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",10,2026-01-26T08:17:45.181836Z,4.7,Female,55-64,5.0,3.0,9.0,2.0,4.0,5.0,6.0,3.0,7.0,3.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",9,2026-01-26T08:17:46.374509Z,4.9,Female,55-64,5.0,3.0,9.0,2.0,4.0,5.0,7.0,4.0,7.0,3.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",3,2026-01-26T08:17:57.571292Z,3.8,Female,55-64,3.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,6.0,4.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",2,2026-01-26T08:17:58.872648Z,4.7,Female,55-64,5.0,3.0,6.0,3.0,5.0,4.0,6.0,4.0,7.0,4.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",9,2026-01-26T08:17:59.533339Z,4.0,Female,55-64,4.0,3.0,4.0,2.0,4.0,5.0,6.0,3.0,6.0,3.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",6,2026-01-26T08:17:59.708799Z,4.7,Female,55-64,3.0,2.0,6.0,3.0,5.0,6.0,7.0,4.0,7.0,4.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",7,2026-01-26T08:18:00.973994Z,4.7,Female,55-64,5.0,4.0,4.0,3.0,5.0,4.0,6.0,4.0,7.0,5.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",1,2026-01-26T08:18:01.485923Z,3.8,Female,55-64,4.0,2.0,6.0,2.0,3.0,4.0,5.0,3.0,7.0,2.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",8,2026-01-26T08:18:01.807728Z,4.0,Female,55-64,4.0,2.0,4.0,2.0,4.0,5.0,6.0,3.0,7.0,3.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",1,2026-01-26T08:18:02.602696Z,8.2,Female,55-64,8.0,7.0,10.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",2,2026-01-26T08:18:03.301584Z,7.6,Female,55-64,7.0,7.0,10.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",4,2026-01-26T08:18:03.801366Z,7.5,Female,55-64,7.0,7.0,9.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",4,2026-01-26T08:18:04.147165Z,4.7,Female,55-64,4.0,3.0,6.0,3.0,5.0,5.0,6.0,4.0,7.0,4.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",5,2026-01-26T08:18:04.205630Z,7.3,Female,55-64,7.0,6.0,9.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",3,2026-01-26T08:18:04.483047Z,7.6,Female,55-64,7.0,7.0,10.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",5,2026-01-26T08:18:04.964053Z,4.7,Female,55-64,5.0,3.0,5.0,3.0,4.0,6.0,6.0,4.0,7.0,4.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",6,2026-01-26T08:18:05.454070Z,7.1,Female,55-64,7.0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",7,2026-01-26T08:18:05.779638Z,7.6,Female,55-64,7.0,7.0,10.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",10,2026-01-26T08:18:05.898876Z,4.6,Female,55-64,3.0,3.0,5.0,3.0,5.0,6.0,6.0,4.0,7.0,4.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",8,2026-01-26T08:18:06.452023Z,7.2,Female,55-64,7.0,6.0,10.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",9,2026-01-26T08:18:07.461231Z,7.5,Female,55-64,7.0,7.0,9.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",10,2026-01-26T08:18:07.611438Z,6.2,Female,55-64,5.0,4.0,9.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",1,2026-01-26T08:18:08.949597Z,7.3,Female,55-64,7.0,7.0,9.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",3,2026-01-26T08:18:09.073804Z,7.3,Female,55-64,7.0,7.0,9.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",2,2026-01-26T08:18:09.749093Z,7.2,Female,55-64,8.0,7.0,9.0,6.0,6.0,7.0,6.0,7.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",4,2026-01-26T08:18:09.802546Z,6.6,Female,55-64,7.0,6.0,9.0,5.0,5.0,6.0,7.0,6.0,8.0,7.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",6,2026-01-26T08:18:10.250104Z,6.6,Female,55-64,7.0,6.0,9.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",5,2026-01-26T08:18:10.372195Z,6.7,Female,55-64,6.0,5.0,9.0,5.0,7.0,6.0,7.0,6.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",7,2026-01-26T08:18:11.105779Z,7.3,Female,55-64,8.0,7.0,9.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",10,2026-01-26T08:18:11.666580Z,7.1,Female,55-64,7.0,6.0,9.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",8,2026-01-26T08:18:12.242189Z,6.4,Female,55-64,6.0,5.0,9.0,5.0,5.0,6.0,7.0,6.0,8.0,7.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",9,2026-01-26T08:18:12.466474Z,6.3,Female,55-64,6.0,5.0,9.0,5.0,5.0,6.0,6.0,6.0,8.0,7.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,1,2026-01-26T08:18:16.675299Z,7.7,Female,55-64,8.0,7.0,10.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,3,2026-01-26T08:18:17.329377Z,7.5,Female,55-64,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,6,2026-01-26T08:18:19.035026Z,7.8,Female,55-64,8.0,7.0,10.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,8,2026-01-26T08:18:19.606754Z,7.8,Female,55-64,7.0,7.0,10.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,7,2026-01-26T08:18:19.886588Z,7.1,Female,55-64,7.0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,10,2026-01-26T08:18:20.359308Z,7.9,Female,55-64,8.0,8.0,10.0,9.0,7.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,4,2026-01-26T08:18:20.420902Z,7.9,Female,55-64,7.0,7.0,10.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,2,2026-01-26T08:18:20.565118Z,7.2,Female,55-64,7.0,7.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,9,2026-01-26T08:18:20.693566Z,7.3,Female,55-64,7.0,6.0,9.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",1,2026-01-26T08:18:20.741011Z,7.7,Female,55-64,8.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",2,2026-01-26T08:18:20.902575Z,7.2,Female,55-64,8.0,7.0,9.0,8.0,6.0,6.0,6.0,7.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,5,2026-01-26T08:18:22.116995Z,8.0,Female,55-64,7.0,7.0,10.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",3,2026-01-26T08:18:22.353346Z,7.6,Female,55-64,8.0,7.0,9.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",5,2026-01-26T08:18:23.389110Z,6.9,Female,55-64,7.0,7.0,9.0,8.0,5.0,6.0,6.0,7.0,6.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",4,2026-01-26T08:18:23.569319Z,7.5,Female,55-64,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",6,2026-01-26T08:18:23.691963Z,7.3,Female,55-64,8.0,7.0,9.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",9,2026-01-26T08:18:23.971408Z,7.5,Female,55-64,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",7,2026-01-26T08:18:23.995307Z,7.4,Female,55-64,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",10,2026-01-26T08:18:24.225461Z,7.5,Female,55-64,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",8,2026-01-26T08:18:24.343799Z,6.9,Female,55-64,8.0,7.0,9.0,8.0,5.0,6.0,6.0,7.0,6.0,7.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",1,2026-01-26T08:18:24.358456Z,7.5,Female,55-64,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
